City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Mackenzie,CA,2022-12-20 19:35:44,55.2999,-123.1698,-16.38,63,0,11.5
282,Cabo San Lucas,MX,2022-12-20 19:35:10,22.8909,-109.9124,81.61,62,0,4.61
283,Eldorado,BR,2022-12-20 19:33:06,-23.7869,-54.2836,84.4,49,20,8.12
284,San Cristobal,VE,2022-12-20 19:35:45,7.7669,-72.225,78.98,36,21,5.5
285,Itaueira,BR,2022-12-20 19:35:46,-7.6033,-43.0256,90.52,35,72,5.88
286,Antalaha,MG,2022-12-20 19:35:46,-14.9003,50.2788,74.26,86,31,3.91
287,Svetlaya,RU,2022-12-20 19:35:47,46.5389,138.3297,5.04,68,80,6.82
288,Fortuna,US,2022-12-20 19:32:05,40.5982,-124.1573,48.92,96,100,17.27
289,Nikolskoye,RU,2022-12-20 19:35:47,59.7035,30.7861,14.81,94,99,7.25
290,Kahului,US,2022-12-20 19:35:48,20.8947,-156.47,79.84,66,40,24.16
